Carpet Area,Bedrooms,Bathrooms,Floors,Year Built,Location,Price (in rupees)
"4,407",2,3.4,1.5,1964,Delhi,"29,052,739.3"
"4,199",2,3.2,3.0,2021,Rural,"12,781,544.4"
950,1,3.8,2.0,1942,Bangalore,"6,044,442.0"
"1,862",1,3.0,2.0,1997,Mumbai,"14,425,234.5"
850,3,3.8,3.0,1929,Mumbai,"6,982,416.0"
"3,196",2,1.1,2.0,1994,Delhi,"21,229,167.7"
"1,808",3,2.2,3.0,1969,Rural,"5,661,660.0"
"4,504",4,3.0,2.5,2022,Pune,"23,119,502.0"
"3,425",4,2.4,2.0,1946,Bangalore,"21,106,803.599999998"
744,1,3.8,3.0,1920,Mumbai,"5,901,748.5"
"2,773",5,1.4,3.0,1984,Jaipur,"11,615,865.600000001"
940,1,2.4,1.0,1915,Rural,"2,960,678.4"
"4,045",2,3.6,1.0,1967,Delhi,"26,849,165.2"
"1,967",1,3.3,2.5,1994,Jaipur,"8,107,040.0"
911,3,3.4,2.0,1934,Delhi,"6,565,925.600000001"
"1,313",1,2.4,3.0,1986,Jaipur,"5,422,860.800000001"
"4,841",3,2.0,2.0,2007,Pune,"24,538,835.0"
"2,230",4,2.5,2.5,1985,Mumbai,"17,420,598.0"
"2,474",3,1.6,2.5,2023,Jaipur,"10,130,606.4"
"1,049",2,2.9,2.5,2004,Mumbai,"8,445,895.5"
"2,437",1,3.4,2.0,1946,Rural,"7,452,509.399999999"
703,2,1.2,1.5,1992,Delhi,"5,011,706.7"
"4,946",3,2.8,2.0,2014,Bangalore,"30,263,877.599999998"
"4,914",3,2.7,1.5,1956,Mumbai,"37,611,537.0"
"4,088",3,1.8,1.0,2001,Rural,"12,497,542.799999999"
"3,036",3,4.0,2.0,1999,Delhi,"20,463,114.1"
606,3,2.5,3.0,2014,Jaipur,"2,759,975.2"
"4,311",1,3.7,1.5,1933,Rural,"13,054,186.799999999"
"3,201",5,1.6,1.5,1962,Bangalore,"20,019,958.8"
"4,397",2,3.2,3.0,1976,Mumbai,"33,487,345.5"
"2,719",4,1.2,2.5,2015,Bangalore,"16,914,457.2"
"4,436",4,1.2,1.0,1911,Rural,"13,553,176.799999999"
"4,590",2,1.6,3.0,1975,Mumbai,"34,721,319.0"
"1,457",1,3.2,2.0,1907,Jaipur,"6,104,511.2"
"3,075",2,4.0,1.5,2017,Bangalore,"18,844,729.2"
"2,867",3,3.4,3.0,2004,Mumbai,"22,093,911.0"
"1,560",5,2.3,2.5,1939,Mumbai,"12,766,641.0"
"3,046",2,2.9,3.0,2013,Pune,"15,493,998.0"
"4,236",1,2.4,2.5,1928,Bangalore,"25,792,774.8"
"4,266",3,1.7,2.5,1945,Rural,"13,040,961.6"
"2,172",2,2.8,3.0,1965,Rural,"6,779,542.2"
901,2,2.6,1.0,1989,Jaipur,"3,858,711.2"
"1,101",3,2.6,1.5,1971,Delhi,"7,596,863.3"
"3,499",1,1.2,1.0,1954,Rural,"10,542,028.799999999"
"4,813",5,1.4,2.0,1985,Delhi,"32,024,180.5"
"4,781",5,2.5,2.5,2024,Mumbai,"36,943,638.0"
"3,952",3,2.1,1.0,1989,Mumbai,"30,151,383.0"
"4,134",4,2.3,3.0,2005,Bangalore,"25,364,954.4"
787,1,2.2,2.5,2000,Bangalore,"4,961,337.6"
587,4,3.1,1.5,1933,Bangalore,"4,071,928.8"
"2,705",4,1.5,1.0,2015,Jaipur,"11,255,329.600000001"
"3,467",4,3.8,1.5,2012,Pune,"18,024,404.0"
"4,750",1,2.4,2.5,1900,Pune,"23,992,221.0"
"4,034",4,2.0,1.0,2000,Bangalore,"24,859,197.599999998"
719,3,1.1,2.5,2006,Bangalore,"4,675,272.0"
"1,982",2,2.1,2.5,1939,Rural,"6,184,598.399999999"
"3,738",3,2.9,2.5,1953,Jaipur,"15,358,649.600000001"
821,2,3.4,1.5,1902,Pune,"4,417,050.0"
"3,238",5,3.2,1.5,1980,Delhi,"21,777,190.5"
"2,336",4,2.7,1.5,1918,Pune,"12,211,576.0"
"3,059",5,2.3,1.5,1978,Bangalore,"19,122,422.4"
"2,068",5,2.6,2.0,1912,Rural,"6,576,136.2"
"2,822",1,3.9,2.0,1939,Bangalore,"17,232,196.8"
"3,463",4,3.9,2.5,1916,Rural,"10,789,033.2"
852,5,3.4,3.0,1923,Bangalore,"5,884,516.8"
"1,528",2,1.5,2.0,1959,Pune,"7,873,629.0"
"2,509",2,3.8,1.0,2007,Mumbai,"19,538,406.0"
"1,427",1,2.9,3.0,1958,Jaipur,"5,943,384.0"
529,5,2.4,3.0,1978,Bangalore,"3,976,513.1999999997"
"3,040",5,2.7,3.0,1949,Delhi,"20,677,794.8"
"4,319",5,2.4,2.5,1929,Mumbai,"33,405,117.0"
994,1,2.4,1.0,1904,Rural,"3,156,015.0"
"4,983",4,2.3,2.0,1938,Jaipur,"20,282,909.6"
"1,372",5,3.7,2.5,2002,Mumbai,"11,282,937.0"
"1,334",5,2.4,1.0,1900,Rural,"4,429,048.2"
"3,824",3,1.7,1.0,1904,Pune,"19,562,227.0"
"1,129",2,1.7,1.5,1968,Delhi,"7,628,966.8"
"3,486",4,1.4,1.0,1992,Jaipur,"14,357,999.200000001"
529,4,2.7,2.5,1934,Jaipur,"2,504,164.0"
"4,282",4,2.0,2.0,1997,Jaipur,"17,534,204.0"
"1,306",5,2.7,3.0,1919,Pune,"7,122,180.0"
"2,468",3,3.8,2.5,1998,Rural,"7,654,299.6"
"3,968",4,3.9,1.0,2005,Mumbai,"30,515,191.5"
"4,080",1,1.9,2.5,1981,Bangalore,"24,714,952.8"
"2,460",1,1.7,2.5,1976,Mumbai,"18,821,788.5"
"4,839",2,1.2,3.0,1916,Mumbai,"36,560,404.5"
720,3,1.8,2.0,1983,Jaipur,"3,165,354.4000000004"
"1,843",4,2.5,1.5,2010,Jaipur,"7,750,688.800000001"
"2,762",3,2.8,1.5,2009,Delhi,"18,420,702.3"
"2,914",1,1.3,1.5,1951,Jaipur,"11,722,303.200000001"
"2,661",4,1.7,3.0,2006,Bangalore,"16,505,295.6"
"4,620",5,1.1,1.0,1926,Delhi,"30,730,098.1"
"3,481",1,3.3,3.0,1966,Bangalore,"21,119,040.0"
"1,357",2,1.8,3.0,1913,Mumbai,"10,485,322.5"
"1,272",4,2.7,2.5,1974,Pune,"6,834,656.0"
"2,992",2,2.4,3.0,2014,Bangalore,"18,393,069.599999998"
519,3,2.4,2.5,1988,Bangalore,"3,532,438.8"
"1,305",2,3.0,2.5,2012,Pune,"6,959,542.0"
"1,880",2,2.2,1.5,1909,Delhi,"12,531,987.0"
"2,675",5,1.7,1.0,1973,Bangalore,"16,660,299.6"
"2,905",2,2.2,1.5,1971,Delhi,"19,305,848.900000002"
"3,863",5,3.5,1.0,1926,Jaipur,"15,948,633.600000001"
"3,926",2,2.7,1.5,1959,Mumbai,"30,065,686.5"
"1,380",5,3.9,3.0,1974,Pune,"7,513,335.0"
"3,608",1,3.4,2.0,1991,Delhi,"23,679,462.3"
"1,833",5,3.5,1.5,1930,Rural,"5,900,941.2"
"2,184",1,3.3,2.0,2002,Bangalore,"13,348,816.799999999"
"3,464",1,2.3,1.0,1927,Rural,"10,544,609.4"
"2,105",4,3.4,1.5,1988,Bangalore,"13,388,449.2"
"3,057",1,2.9,1.0,1989,Rural,"9,369,294.6"
943,4,1.7,1.5,1951,Pune,"5,283,296.0"
"2,542",5,1.3,2.0,1997,Jaipur,"10,576,900.0"
"1,278",3,2.5,1.5,1941,Jaipur,"5,493,156.0"
"3,659",4,2.7,1.5,2011,Jaipur,"15,063,993.600000001"
"2,246",3,2.0,2.5,1963,Mumbai,"17,580,070.5"
"4,440",5,2.9,3.0,1910,Delhi,"29,660,663.5"
920,4,1.5,1.5,1997,Delhi,"6,508,079.5"
"2,351",5,3.4,2.5,2003,Jaipur,"10,010,303.200000001"
"2,608",3,2.2,3.0,1920,Bangalore,"16,125,954.0"
"4,496",5,3.2,2.0,1904,Mumbai,"34,648,372.5"
"1,858",3,3.6,2.5,1915,Mumbai,"14,697,243.0"
"4,410",1,1.7,2.5,1913,Delhi,"28,915,905.2"
"3,126",3,2.6,1.5,1979,Bangalore,"19,254,673.2"
"3,187",3,1.4,2.0,1917,Bangalore,"19,669,728.0"
"4,706",1,1.1,3.0,1912,Bangalore,"28,315,923.599999998"
990,4,1.1,2.0,1954,Bangalore,"6,405,042.0"
"1,795",2,3.9,2.0,1925,Delhi,"12,139,151.700000001"
"2,581",4,1.1,1.0,2023,Rural,"7,956,517.199999999"
"3,871",2,2.8,2.0,1945,Bangalore,"23,528,377.2"
"2,672",1,1.2,3.0,1972,Jaipur,"10,747,295.200000001"
"3,674",4,3.1,1.5,1947,Rural,"11,346,094.2"
"4,564",5,2.5,3.0,2014,Jaipur,"18,685,575.2"
"4,253",5,1.6,3.0,1942,Delhi,"28,338,295.7"
"4,329",4,2.8,3.0,1970,Bangalore,"26,732,674.8"
"2,449",5,2.0,1.0,1974,Mumbai,"19,230,393.0"
"3,880",1,1.5,2.0,1964,Mumbai,"29,281,344.0"
911,5,3.2,3.0,2008,Pune,"5,275,309.0"
"1,922",5,2.1,2.5,1905,Jaipur,"8,226,432.800000001"
"3,481",2,2.4,2.0,1925,Jaipur,"14,258,293.600000001"
"2,176",2,1.1,2.5,1915,Pune,"11,057,350.0"
"2,146",3,2.7,3.0,2008,Pune,"11,187,078.0"
"3,211",1,2.5,1.5,1942,Pune,"16,235,938.0"
"4,459",5,3.2,1.0,1995,Jaipur,"18,303,598.400000002"
"1,739",1,2.4,1.0,1923,Rural,"5,357,736.0"
"1,102",1,3.5,2.5,1954,Mumbai,"8,536,923.0"
"2,437",2,2.0,1.0,1945,Rural,"7,475,008.2"
525,5,3.2,3.0,1915,Mumbai,"4,979,490.0"
"1,567",3,1.7,2.5,1987,Delhi,"10,801,668.8"
879,4,3.6,3.0,2013,Pune,"5,072,029.0"
"1,784",3,2.1,3.0,1929,Rural,"5,628,329.399999999"
"4,964",2,3.2,2.5,1918,Rural,"15,159,677.399999999"
"3,682",3,3.4,1.5,1985,Pune,"18,961,735.0"
"4,247",2,1.5,2.5,1969,Pune,"21,437,495.0"
"2,756",2,3.4,3.0,1981,Bangalore,"17,015,521.2"
"4,427",1,1.9,3.0,1980,Mumbai,"33,628,051.5"
"4,620",5,2.8,1.5,1935,Mumbai,"35,630,886.0"
"1,045",4,2.6,2.5,1900,Delhi,"7,565,324.0"
774,2,2.8,2.0,1936,Delhi,"5,451,709.9"
"3,941",2,3.4,1.5,1930,Rural,"12,027,354.0"
"2,769",1,3.5,2.0,1926,Rural,"8,423,968.2"
"3,608",4,1.8,2.5,1986,Pune,"18,600,837.0"
"3,422",2,1.6,1.5,1916,Bangalore,"20,766,272.4"
"3,887",5,1.3,1.0,1955,Bangalore,"24,074,595.599999998"
"2,370",5,3.1,2.5,1991,Jaipur,"10,068,296.8"
"4,513",1,2.4,2.5,1963,Jaipur,"18,197,595.2"
610,2,1.4,1.5,1926,Rural,"2,050,531.7999999998"
"2,255",4,2.4,2.5,1943,Delhi,"15,391,045.8"
"1,867",1,4.0,2.5,1904,Bangalore,"11,602,892.4"
"2,028",1,2.7,3.0,1990,Jaipur,"8,264,848.0"
"1,051",3,3.6,3.0,1996,Pune,"5,815,893.0"
633,1,1.3,2.0,2015,Mumbai,"5,020,698.0"
"3,411",3,3.7,2.5,1914,Rural,"10,484,110.2"
"2,513",3,2.7,1.0,1989,Jaipur,"10,408,652.0"
"3,762",2,2.6,2.5,2015,Rural,"11,454,852.6"
"1,560",5,1.4,2.5,1976,Bangalore,"10,034,922.0"
"3,007",4,2.4,1.0,1997,Rural,"9,370,190.4"
"2,522",1,2.5,1.5,1935,Pune,"12,772,590.0"
"2,686",2,1.4,1.5,1902,Pune,"13,711,687.0"
"3,165",4,2.0,3.0,2008,Pune,"16,318,015.0"
"3,670",1,3.6,1.5,2005,Jaipur,"14,881,702.4"
"3,227",5,1.1,2.5,1995,Mumbai,"24,921,309.0"
"3,835",5,2.6,1.0,2016,Pune,"19,787,767.0"
"3,146",3,3.3,2.5,2001,Bangalore,"19,448,367.599999998"
"1,095",3,3.9,2.0,1905,Bangalore,"7,219,196.399999999"
"4,606",4,3.0,1.0,1959,Pune,"23,570,981.0"
"2,874",1,1.1,1.5,1985,Bangalore,"17,330,883.599999998"
"3,921",3,3.2,3.0,1998,Mumbai,"30,117,699.0"
"2,778",2,3.2,2.0,2021,Delhi,"18,403,087.3"
"1,664",3,2.6,2.5,1940,Pune,"8,750,032.0"
"1,117",4,2.1,2.5,1973,Mumbai,"8,987,604.0"
"4,644",2,2.3,2.5,1982,Mumbai,"35,310,763.5"
950,5,3.8,2.0,1962,Bangalore,"6,472,894.8"
"2,298",2,3.7,2.0,1971,Bangalore,"14,359,645.2"
"2,392",4,1.9,1.0,1926,Rural,"7,414,201.2"
"2,954",5,1.2,2.5,1901,Delhi,"19,814,316.6"
"2,722",1,3.2,3.0,2014,Rural,"8,335,458.0"
"4,308",4,2.6,1.5,1971,Bangalore,"26,430,386.4"
"1,784",3,2.9,2.0,1993,Rural,"5,581,930.8"
"3,027",4,3.8,1.5,2019,Delhi,"20,428,799.3"
"2,257",4,3.8,1.0,1994,Rural,"7,160,019.0"
722,4,3.5,3.0,2024,Bangalore,"5,116,076.399999999"
"4,864",5,1.8,2.0,1919,Rural,"14,959,267.2"
"1,400",4,3.4,1.0,1977,Jaipur,"5,990,567.2"
"2,865",1,3.5,1.5,1960,Delhi,"18,913,310.0"
"4,980",4,1.0,1.0,1926,Jaipur,"20,244,846.400000002"
"2,109",3,2.2,3.0,1953,Pune,"11,004,280.0"
"3,790",2,1.9,2.5,1996,Mumbai,"28,751,005.5"
"1,723",5,3.5,1.5,2020,Mumbai,"14,035,500.0"
"2,407",3,1.3,2.5,1932,Pune,"12,305,633.0"
"1,862",1,2.9,1.0,1978,Bangalore,"11,528,170.799999999"
"3,251",4,2.5,3.0,2016,Rural,"10,095,979.799999999"
"4,469",5,3.8,2.5,2014,Mumbai,"34,411,993.5"
"1,768",5,2.4,2.5,2012,Jaipur,"7,526,570.4"
"1,731",5,1.2,3.0,1988,Pune,"9,310,429.0"
"4,568",3,3.7,1.5,1992,Mumbai,"34,895,776.5"
"2,247",2,2.8,1.0,1984,Bangalore,"13,830,781.2"
"3,058",2,3.0,2.5,1962,Jaipur,"12,530,612.0"
"1,237",1,3.2,1.0,1976,Rural,"3,855,931.1999999997"
"4,936",3,3.5,2.0,1951,Pune,"25,121,350.0"
"3,479",3,3.2,2.0,2018,Bangalore,"21,523,402.8"
"2,451",3,1.8,2.5,1944,Delhi,"16,483,717.9"
"2,281",4,3.9,1.5,1947,Mumbai,"17,958,042.0"
"1,029",3,1.4,2.0,2012,Mumbai,"8,374,905.0"
"4,629",3,2.2,1.5,1988,Jaipur,"18,919,632.0"
"4,918",5,2.6,3.0,1936,Mumbai,"37,955,637.0"
"1,704",5,1.2,2.0,1939,Delhi,"11,907,821.9"
"2,486",5,1.4,1.5,2004,Pune,"12,949,309.0"
846,3,1.6,2.0,1958,Delhi,"6,106,564.100000001"
"1,715",3,3.6,2.5,1995,Delhi,"11,884,921.1"
"3,268",5,2.8,1.0,1921,Jaipur,"13,539,213.600000001"
744,1,1.3,2.5,2009,Pune,"3,935,788.0"
"3,225",1,3.2,1.5,1927,Mumbai,"24,578,557.5"
"3,551",2,2.4,2.0,1929,Bangalore,"21,625,857.599999998"
632,4,1.5,3.0,2004,Rural,"2,176,871.4"
"1,870",4,2.7,3.0,2012,Delhi,"12,937,772.9"
"2,596",2,2.2,1.0,1942,Mumbai,"20,039,560.5"
"1,587",5,2.9,2.5,2002,Jaipur,"6,898,587.2"
"2,147",5,3.9,1.5,1985,Delhi,"14,899,413.1"
"2,391",3,3.2,3.0,1905,Rural,"7,403,602.8"
"2,220",4,2.5,2.5,1992,Mumbai,"17,448,807.0"
"4,502",3,2.8,2.5,1996,Delhi,"29,745,870.7"
"2,760",3,3.3,3.0,2022,Pune,"14,290,812.0"
618,4,1.7,3.0,1921,Jaipur,"2,911,916.0"
"3,403",5,1.4,3.0,1924,Delhi,"22,827,506.0"
"3,308",1,2.7,2.5,1976,Pune,"16,745,099.0"
"1,394",5,3.2,2.5,1923,Jaipur,"6,129,256.800000001"
"1,765",5,2.3,1.0,1909,Mumbai,"14,143,884.0"
862,3,1.6,2.0,2003,Delhi,"6,057,767.3"
"2,273",3,2.9,2.0,2010,Pune,"11,717,425.0"
813,3,3.0,2.5,1990,Mumbai,"6,836,722.5"
"2,206",4,3.4,1.5,1969,Delhi,"15,152,264.4"
"3,965",4,2.8,2.0,2017,Pune,"20,301,773.0"
"4,867",2,2.1,1.5,1901,Rural,"14,789,776.799999999"
"2,289",3,1.7,2.5,2009,Delhi,"15,379,276.9"
"2,893",4,1.1,2.0,1950,Rural,"8,924,510.4"
"4,110",2,2.2,2.0,1988,Bangalore,"24,960,996.0"
"4,194",3,3.3,2.0,1916,Pune,"21,499,404.0"
"2,780",3,3.3,2.5,1914,Mumbai,"21,631,590.0"
"1,489",1,3.8,1.0,2016,Bangalore,"9,212,358.0"
"4,180",4,1.1,2.5,1992,Rural,"12,811,842.0"
"2,963",2,1.5,2.5,1910,Delhi,"19,682,757.900000002"
"1,404",3,3.0,2.5,2024,Jaipur,"6,036,139.2"
"3,544",4,2.6,2.5,2015,Pune,"18,321,804.0"
"3,897",2,3.2,1.5,1934,Pune,"19,823,675.0"
"4,497",1,2.2,1.0,1935,Bangalore,"27,263,108.4"
"1,410",2,2.1,3.0,1926,Jaipur,"5,960,034.4"
"3,107",3,3.1,2.5,1978,Mumbai,"24,042,838.5"
"2,245",5,2.2,3.0,1998,Rural,"7,157,493.0"
"2,623",5,1.8,1.5,1937,Rural,"8,275,466.399999999"
"4,842",1,1.9,1.5,1982,Bangalore,"29,390,180.4"
"2,351",3,1.7,2.0,1941,Pune,"12,150,483.0"
"4,265",3,1.0,2.0,1901,Rural,"12,952,953.0"
"2,115",4,3.1,1.0,1914,Bangalore,"13,359,582.0"
"2,890",5,3.2,2.0,1976,Jaipur,"12,045,574.4"
"3,262",4,3.4,1.0,1916,Pune,"16,905,303.0"
"1,705",3,1.5,3.0,1936,Pune,"8,842,471.0"
"4,526",1,3.7,1.0,1946,Delhi,"29,889,250.3"
"3,179",5,2.0,3.0,2015,Pune,"16,509,011.0"
"2,946",4,3.7,1.0,1902,Pune,"15,239,092.0"
"3,812",1,1.8,2.0,2013,Bangalore,"23,009,256.0"
"4,887",3,1.1,2.0,1931,Jaipur,"19,776,708.8"
"2,601",2,2.6,1.5,1982,Rural,"7,974,923.399999999"
"3,716",2,2.6,2.0,1966,Rural,"11,382,829.799999999"
"4,169",5,3.7,1.0,1929,Jaipur,"17,238,509.6"
"3,530",1,3.0,2.0,1900,Jaipur,"14,251,452.8"
"3,024",4,3.5,2.5,2021,Jaipur,"12,541,330.4"
"4,617",1,3.6,2.0,1957,Jaipur,"18,624,894.400000002"
"3,807",5,2.5,3.0,1917,Bangalore,"23,597,380.8"
"3,242",3,3.7,3.0,1959,Mumbai,"24,936,652.5"
"2,461",1,3.2,1.5,2018,Pune,"12,521,162.0"
"4,121",5,1.3,1.0,1991,Mumbai,"31,875,313.5"
600,5,1.7,3.0,1948,Rural,"2,127,522.6"
"1,813",4,1.3,3.0,1999,Rural,"5,670,270.0"
"3,948",3,2.8,1.5,1967,Delhi,"26,354,549.0"
"3,744",1,1.7,1.5,1995,Delhi,"24,647,139.400000002"
"2,401",5,3.8,2.0,1979,Mumbai,"19,103,245.5"
"1,714",3,3.7,3.0,2004,Jaipur,"7,167,173.600000001"
"4,126",4,3.4,1.5,2012,Rural,"12,682,420.2"
"1,289",5,3.6,3.0,1983,Rural,"4,319,631.0"
"1,866",4,3.5,3.0,2013,Delhi,"12,978,260.1"
"4,123",3,1.5,1.5,1970,Bangalore,"25,297,816.8"
"1,002",4,1.3,1.0,2006,Delhi,"7,066,845.5"
672,1,3.1,1.0,2001,Delhi,"4,767,330.100000001"
"1,386",4,2.0,2.5,2005,Jaipur,"5,959,326.4"
"1,917",2,2.9,1.0,1915,Delhi,"12,849,621.200000001"
"4,032",2,2.9,3.0,1998,Bangalore,"24,567,789.599999998"
"4,868",2,3.6,3.0,1905,Jaipur,"19,746,294.400000002"
"3,929",2,1.5,3.0,1954,Delhi,"25,903,311.2"
"1,909",1,3.7,1.0,1952,Delhi,"12,688,787.8"
"3,423",5,2.0,2.5,1953,Pune,"17,669,525.0"
"2,410",2,3.7,2.0,1915,Bangalore,"15,023,053.2"
760,2,1.6,3.0,2003,Delhi,"5,419,684.4"
"3,852",5,1.5,2.5,2022,Mumbai,"29,819,721.0"
"1,852",2,2.8,1.5,1966,Delhi,"12,577,294.6"
"1,999",5,3.7,1.0,1934,Delhi,"13,963,569.1"
"4,873",2,2.5,2.0,1948,Mumbai,"37,055,260.5"
"2,640",5,1.2,1.5,1992,Pune,"13,771,450.0"
"3,506",5,3.6,2.5,2014,Delhi,"23,758,129.2"
"4,118",3,2.5,1.5,1934,Rural,"12,551,680.799999999"
"1,322",4,2.5,1.5,1991,Pune,"7,067,041.0"
"1,031",5,1.6,3.0,1976,Delhi,"7,400,279.9"
"3,320",2,1.6,3.0,1939,Pune,"16,874,125.0"
666,1,2.8,1.0,1955,Bangalore,"4,183,261.1999999997"
"4,831",5,2.3,2.0,1967,Mumbai,"37,112,967.0"
"1,555",2,1.4,1.5,1995,Jaipur,"6,439,435.2"
"1,754",5,3.9,2.5,1959,Pune,"9,423,363.0"
"4,786",3,1.1,1.5,1983,Mumbai,"36,475,924.5"
"4,507",1,1.1,1.5,2015,Mumbai,"34,029,777.0"
"2,031",1,3.9,1.0,2010,Rural,"6,307,491.6"
"4,028",2,1.7,3.0,1903,Mumbai,"30,648,216.0"
"4,542",4,1.0,3.0,2018,Mumbai,"34,822,294.5"
"1,472",3,2.2,1.0,1971,Pune,"7,753,971.0"
"4,324",4,1.7,3.0,1993,Bangalore,"26,413,401.599999998"
605,1,3.4,1.5,1981,Rural,"1,945,704.5999999999"
"2,104",1,1.8,3.0,1997,Bangalore,"12,827,053.2"
"4,273",4,3.5,1.0,1970,Pune,"22,026,527.0"
"4,787",5,2.6,1.0,2016,Mumbai,"36,819,861.0"
"1,502",4,3.4,1.5,1912,Pune,"8,121,871.0"
584,4,2.8,3.0,1983,Bangalore,"4,186,771.1999999997"
"3,495",5,3.3,1.5,2011,Rural,"10,877,505.0"
"3,787",5,2.4,2.5,1990,Rural,"11,681,960.4"
"4,665",5,2.3,1.0,1949,Pune,"24,017,992.0"
653,3,2.4,2.0,1972,Rural,"2,250,258.0"
"1,961",1,3.2,2.0,1939,Pune,"10,082,052.0"
"3,312",1,2.3,1.0,1937,Pune,"16,756,874.0"
"2,519",5,1.9,2.0,1981,Pune,"13,109,763.0"
"1,597",5,3.4,1.5,1953,Delhi,"11,184,829.5"
"1,070",3,2.2,2.5,1941,Pune,"5,850,833.0"
648,3,2.3,3.0,1968,Delhi,"4,857,503.3"
"4,077",2,1.2,2.5,2009,Rural,"12,379,247.4"
"3,191",4,2.1,2.0,1926,Rural,"9,906,994.2"
"2,609",1,3.5,2.0,1909,Pune,"13,220,283.0"
"2,418",1,3.0,3.0,1916,Mumbai,"18,642,957.0"
"4,155",3,1.4,2.0,1953,Pune,"21,203,429.0"
"2,212",4,2.4,3.0,1914,Mumbai,"17,332,738.5"
"2,992",3,3.8,2.0,2022,Pune,"15,484,208.0"
"1,844",2,1.7,3.0,1979,Bangalore,"11,469,728.4"
"4,465",2,3.5,1.5,1967,Delhi,"29,499,471.3"
"1,606",2,2.7,3.0,1954,Delhi,"10,976,726.8"
"4,005",3,2.1,1.0,2023,Delhi,"26,581,499.1"
"4,612",4,3.9,2.5,1957,Mumbai,"35,578,500.0"
"1,082",5,3.2,2.5,2013,Delhi,"7,867,795.0"
"4,850",1,2.0,1.0,2008,Rural,"14,655,630.0"
"3,190",5,1.6,1.5,1984,Bangalore,"19,943,346.0"
"3,080",4,3.6,1.5,1978,Rural,"9,553,581.6"
819,3,2.8,2.0,2002,Pune,"4,450,105.0"
"4,815",3,1.1,1.5,2018,Mumbai,"36,772,737.0"
"1,937",3,2.3,2.0,2013,Pune,"10,079,397.0"
531,2,2.3,2.0,1992,Bangalore,"3,616,705.1999999997"
"1,214",2,3.3,3.0,1997,Delhi,"8,346,659.100000001"
"1,539",2,1.7,2.0,1942,Jaipur,"6,347,227.2"
908,5,2.4,1.5,1925,Mumbai,"7,817,121.0"
"1,627",1,1.2,1.5,2022,Delhi,"10,905,423.1"
"1,206",3,1.4,2.0,1971,Bangalore,"7,748,190.0"
"4,339",3,3.4,3.0,1965,Jaipur,"17,708,794.400000002"
"3,523",5,2.6,1.0,1953,Bangalore,"21,974,624.4"
"4,159",1,2.2,2.0,2011,Bangalore,"25,225,500.0"
"1,282",1,1.8,3.0,1987,Delhi,"8,535,958.6"
"2,679",5,3.9,2.5,1960,Rural,"8,506,816.2"
"1,678",3,2.4,1.5,1981,Bangalore,"10,677,000.0"
"2,906",4,2.7,1.0,2011,Mumbai,"22,738,392.0"
"3,307",4,4.0,1.0,1981,Pune,"17,131,440.0"
"4,760",1,3.3,1.0,1972,Rural,"14,456,931.6"
"3,264",1,2.1,2.5,1977,Rural,"9,960,112.799999999"
"3,224",3,2.7,1.5,1918,Bangalore,"19,783,855.2"
"3,035",1,2.2,1.0,1976,Pune,"15,457,257.0"
712,5,2.7,1.5,2016,Mumbai,"6,163,677.0"
"2,448",4,2.9,1.5,1958,Mumbai,"19,216,207.5"
"3,646",4,3.9,2.5,1977,Bangalore,"22,655,781.599999998"
"1,701",1,3.2,2.5,1951,Pune,"8,749,170.0"
"2,319",5,3.1,2.5,1979,Bangalore,"14,634,512.4"
"3,389",1,1.3,2.5,2000,Bangalore,"20,516,968.8"
"1,144",1,2.0,2.5,1964,Rural,"3,535,947.6"
"2,859",5,1.8,2.0,1990,Delhi,"19,398,532.400000002"
"4,722",5,1.3,2.0,1964,Jaipur,"19,387,189.6"
"4,972",2,3.6,3.0,1982,Delhi,"32,846,752.900000002"
"4,820",4,3.4,1.5,1992,Bangalore,"29,542,879.2"
"3,588",1,3.4,3.0,1912,Pune,"18,280,451.0"
996,3,1.5,1.5,1982,Mumbai,"8,064,940.5"
"2,516",1,2.8,1.5,2006,Jaipur,"10,305,427.200000001"
972,1,2.6,1.0,1984,Jaipur,"4,130,174.4000000004"
"2,388",3,2.8,1.5,1922,Jaipur,"9,932,860.8"
"3,882",4,3.4,2.5,1925,Bangalore,"24,058,356.0"
"1,660",2,1.3,2.5,2024,Rural,"5,162,133.6"
"3,022",5,1.6,1.0,1992,Mumbai,"23,640,886.5"
"4,812",2,1.8,2.0,2012,Bangalore,"29,300,415.599999998"
695,1,2.4,2.0,1907,Jaipur,"2,917,152.8000000003"
"2,748",1,2.8,2.0,1977,Mumbai,"20,860,293.0"
"4,961",3,1.9,2.5,1927,Bangalore,"30,217,114.799999997"
"3,266",3,1.3,1.0,1961,Delhi,"21,803,164.5"
"2,051",1,2.5,2.0,2010,Rural,"6,229,482.0"
"2,947",2,1.2,2.5,1988,Delhi,"19,380,566.400000002"
"4,809",2,2.1,2.0,2003,Bangalore,"29,107,953.599999998"
"2,888",4,1.1,1.0,1960,Rural,"8,897,888.4"
"3,506",1,1.7,3.0,1917,Jaipur,"14,223,108.0"
618,5,1.3,2.5,2000,Mumbai,"5,532,322.5"
"3,996",5,2.3,3.0,1903,Pune,"20,536,014.0"
"2,216",2,1.7,2.5,1932,Bangalore,"13,603,908.0"
"3,383",3,1.2,1.0,1966,Jaipur,"13,804,828.0"
"3,414",3,1.9,1.5,1960,Bangalore,"20,885,055.599999998"
